drama_title,drama_category,,,main_actor,start_at
明日の約束,サスペンスドラマ,関西テレビ,火曜21:00 - 21:54,井上真央,2017-10-01
監獄のお姫さま,ヒューマンドラマ,TBS,火曜22:00 - 22:54,小泉今日子,2017-10-01
相棒season16,刑事ドラマ,テレビ朝日,水曜21:00 - 21:54,水谷豊,2017-10-01
奥様は、取り扱い注意,ホームドラマ,日本テレビ,水曜22:00 - 23:00,綾瀬はるか,2017-10-01
科捜研の女season17,刑事ドラマ,テレビ朝日,木曜20:00 - 20:54,沢口靖子,2017-10-01
ドクターX～外科医・大門未知子～（第5シリーズ）,医療ドラマ,テレビ朝日,木曜21:00 - 21:54,米倉涼子,2017-10-01
刑事ゆがみ,刑事ドラマ,フジテレビ,木曜22:00 - 22:54,浅野忠信,2017-10-01
ブラックリベンジ,不倫ドラマ,読売テレビ,木曜23:59 - 翌0:54,木村多江,2017-10-01
ユニバーサル広告社～あなたの人生、売り込みます!,企業ドラマ,テレビ東京,金曜20:00 - 20:54,沢村一樹,2017-10-01
コウノドリ（第2シリーズ）,医療ドラマ,TBS,金曜22:00 - 22:54,綾野剛,2017-10-01
重要参考人探偵,推理ドラマ,テレビ朝日,金曜23:15 - 翌0:15,玉森裕太,2017-10-01
プリズンホテル,,BSジャパン,土曜21:00 - 21:54,田中直樹,2017-10-01
先に生まれただけの僕,学園ドラマ,日本テレビ,土曜22:00 - 22:54,櫻井翔,2017-10-01
さくらの親子丼,ヒューマンドラマ,東海テレビ,土曜23:40 - 翌0:35,真矢ミキ,2017-10-01
オーファン・ブラック～七つの遺伝子～,SFドラマ,東海テレビ,土曜23:40 - 翌0:35,知英,2017-10-01
陸王,企業ドラマ,TBS,日曜21:00 - 21:54,役所広司,2017-10-01
今からあなたを脅迫します,サスペンスドラマ,日本テレビ,日曜22:30 - 23:25,ディーン・フジオカ/武井咲,2017-10-01
海月姫,恋愛ドラマ,フジテレビ,月曜21:00 - 21:54,芳根京子,2018-01-01
卒業バカメンタリー,,日本テレビ,火曜0:59 - 1:29,藤井流星、濱田崇裕,2018-01-01
FINAL CUT,アクションドラマ,関西テレビ,火曜21:00 - 21:54,亀梨和也,2018-01-01
きみが心に棲みついた,恋愛ドラマ,TBS,火曜22:00 - 22:54,吉岡里帆,2018-01-01
anone,ヒューマンドラマ,日本テレビ,水曜22:00 - 23:00,広瀬すず,2018-01-01
BG～身辺警護人～,ヒューマンドラマ,テレビ朝日,木曜21:00 - 21:54,木村拓哉,2018-01-01
隣の家族は青く見える,ホームドラマ,フジテレビ,木曜22:00 - 22:54,深田恭子,2018-01-01
リピート～運命を変える10か月～,SFドラマ,読売テレビ,木曜23:59 - 翌0:54,貫地谷しほり,2018-01-01
特命刑事 カクホの女,刑事ドラマ,テレビ東京,金曜20:00 - 20:54,名取裕子,2018-01-01
アンナチュラル,医療ドラマ,TBS,金曜22:00 - 22:54,石原さとみ,2018-01-01
もみ消して冬～わが家の問題なかったことに～,ホームドラマ,日本テレビ,土曜22:00 - 22:54,山田涼介,2018-01-01
命売ります,犯罪ドラマ,BSジャパン,土曜21:00 - 21:54,中村蒼,2018-01-01
家族の旅路～家族を殺された男と殺した男～,ヒューマンドラマ,東海テレビ,土曜23:40 - 翌0:35,滝沢秀明,2018-01-01
99.9 -刑事専門弁護士-SEASON II,弁護士ドラマ,TBS,日曜21:00 - 21:54,松本潤,2018-01-01
トドメの接吻,恋愛ドラマ,日本テレビ,日曜22:30 - 23:25,山崎賢人,2018-01-01
コンフィデンスマンJP,犯罪ドラマ,フジテレビ,月曜21:00 - 21:54,長澤まさみ,2018-04-01
ヘッドハンター,ビジネスドラマ,テレビ東京,月曜22:00 - 22:54,江口洋介,2018-04-01
○○な人の末路,,日本テレビ,火曜0:59 - 1:29,横尾渉、宮田俊哉、二階堂高嗣、千賀健永,2018-04-01
シグナル 長期未解決事件捜査班,推理ドラマ,関西テレビ,火曜21:00 - 21:54,坂口健太郎,2018-04-01
花のち晴れ～花男 Next Season～,恋愛ドラマ,TBS,火曜22:00 - 23:07,杉咲花,2018-04-01
特捜9,刑事ドラマ,テレビ朝日,水曜21:00 - 21:54,井ノ原快彦,2018-04-01
正義のセ,検事ドラマ,日本テレビ,水曜22:00 - 23:00,吉高由里子,2018-04-01
未解決の女 警視庁文書捜査官,刑事ドラマ,テレビ朝日,木曜21:00 - 21:54,波瑠,2018-04-01
モンテ・クリスト伯 -華麗なる復讐-,復讐ドラマ,フジテレビ,木曜22:00 - 22:54,ディーン・フジオカ,2018-04-01
ラブリラン,恋愛ドラマ,読売テレビ,木曜23:59 - 翌0:54,中村アン,2018-04-01
執事 西園寺の名推理,推理ドラマ,テレビ東京,金曜20:00 - 20:54,上川隆也,2018-04-01
あなたには帰る家がある,ホームドラマ,TBS,金曜22:00 - 22:54,中谷美紀,2018-04-01
家政夫のミタゾノ,ヒューマンドラマ,テレビ朝日,金曜23:15 - 翌0:15,松岡昌宏,2018-04-01
Missデビル 人事の悪魔・椿眞子,オフィスドラマ,日本テレビ,土曜22:00 - 22:54,菜々緒,2018-04-01
おっさんずラブ,恋愛ドラマ,テレビ朝日,土曜23:15 - 翌0:05,田中圭,2018-04-01
いつまでも白い羽根,青春ドラマ,フジテレビ,土曜23:40 - 翌0:35,新川優愛,2018-04-01
声ガール!,,朝日放送テレビ,日曜2:30 - 3:00,福原遥,2018-04-01
ブラックペアン,医療ドラマ,TBS,日曜21:00 - 21:54,二宮和也,2018-04-01
崖っぷちホテル!,コメディドラマ,日本テレビ,日曜22:30 - 23:25,岩田剛典,2018-04-01
絶対零度～未然犯罪潜入捜査～,刑事ドラマ,フジテレビ,月曜21:00 - 21:54,沢村一樹,2018-07-01
ラストチャンス 再生請負人,経済ドラマ,テレビ東京,月曜22:00 - 22:54,仲村トオル,2018-07-01
トーキョーエイリアンブラザーズ,,日本テレビ,火曜0:59 - 1:29,伊野尾慧、戸塚祥太,2018-07-01
健康で文化的な最低限度の生活,社会ドラマ,関西テレビ,火曜21:00 - 21:54,吉岡里帆,2018-07-01
義母と娘のブルース,ホームドラマ,TBS,火曜22:00 - 23:07,綾瀬はるか,2018-07-01
刑事7人season4,刑事ドラマ,テレビ朝日,水曜21:00 - 21:54,東山紀之,2018-07-01
高嶺の花,恋愛ドラマ,日本テレビ,水曜22:00 - 23:00,石原さとみ,2018-07-01
遺留捜査（第5シリーズ）,刑事ドラマ,テレビ朝日,木曜20:00 - 20:54,上川隆也,2018-07-01
ハゲタカ,経済ドラマ,テレビ朝日,木曜21:00 - 21:54,綾野剛,2018-07-01
グッド・ドクター,医療ドラマ,フジテレビ,木曜22:00 - 22:54,山崎賢人,2018-07-01
探偵が早すぎる,探偵ドラマ,読売テレビ,木曜23:59 - 翌0:54,滝藤賢一,2018-07-01
警視庁ゼロ係～生活安全課なんでも相談室～THIRD SEASON,刑事ドラマ,テレビ東京,金曜20:00 - 20:54,小泉孝太郎,2018-07-01
チア☆ダン,学園ドラマ,TBS,金曜22:00 - 22:54,土屋太鳳,2018-07-01
dele,,テレビ朝日,金曜23:15 - 翌0:15,山田孝之,2018-07-01
サバイバル・ウェディング,恋愛ドラマ,日本テレビ,土曜22:00 - 22:54,波瑠,2018-07-01
ヒモメン,社会ドラマ,テレビ朝日,土曜23:15 - 翌0:05,窪田正孝,2018-07-01
限界団地,,東海テレビ,土曜23:40 - 翌0:35,佐野史郎,2018-07-01
この世界の片隅に,歴史ドラマ,TBS,日曜21:00 - 21:54,松本穂香,2018-07-01
ゼロ 一獲千金ゲーム,サスペンスドラマ,日本テレビ,日曜22:30 - 23:25,加藤シゲアキ,2018-07-01
幸色のワンルーム,サスペンスドラマ,朝日放送テレビ,日曜23:35 - 翌0:05,山田杏奈,2018-07-01
SUITS/スーツ,弁護士ドラマ,フジテレビ,月曜21:00 - 21:54,織田裕二,2018-10-01
ハラスメントゲーム,経済ドラマ,テレビ東京,月曜22:00 - 22:54,唐沢寿明,2018-10-01
部活、好きじゃなきゃダメですか?,,日本テレビ,火曜0:59 - 1:29,_橋海人、神宮寺勇太、岩橋玄樹,2018-10-01
僕らは奇跡でできている,,関西テレビ,火曜21:00 - 21:54,高橋一生,2018-10-01
中学聖日記,学園ドラマ,TBS,火曜22:00 - 23:07,有村架純,2018-10-01
相棒season17,刑事ドラマ,テレビ朝日,水曜21:00 - 21:54,水谷豊,2018-10-01
獣になれない私たち,恋愛ドラマ,日本テレビ,水曜22:00 - 23:00,新垣結衣,2018-10-01
科捜研の女season18,刑事ドラマ,テレビ朝日,木曜20:00 - 20:54,沢口靖子,2018-10-01
リーガルV～元弁護士・小鳥遊翔子～,弁護士ドラマ,テレビ朝日,木曜21:00 - 21:54,米倉涼子,2018-10-01
黄昏流星群,,フジテレビ,木曜22:00 - 22:54,佐々木蔵之介,2018-10-01
ブラックスキャンダル,,読売テレビ,木曜23:59 - 翌0:54,山口紗弥加,2018-10-01
昭和元禄落語心中,,NHK総合,金曜22:00 - 22:44,岡田将生,2018-10-01
大恋愛～僕を忘れる君と,恋愛ドラマ,TBS,金曜22:00 - 22:54,戸田恵梨香,2018-10-01
僕とシッポと神楽坂,医療ドラマ,テレビ朝日,金曜23:15 - 翌0:15,相葉雅紀,2018-10-01
ドロ刑 -警視庁捜査三課-,刑事ドラマ,日本テレビ,土曜22:00 - 22:54,中島健人,2018-10-01
あなたには渡さない,恋愛ドラマ,テレビ朝日,土曜23:15 - 翌0:05,木村佳乃,2018-10-01
下町ロケット2,企業ドラマ,TBS,日曜21:00 - 21:54,阿部寛,2018-10-01
今日から俺は!!,学園ドラマ,日本テレビ,日曜22:30 - 23:25,賀来賢人,2018-10-01
深夜のダメ恋図鑑,テレビドラマ,朝日放送テレビ,日曜23:35 - 翌0:05,馬場ふみか,2018-10-01
トレース～科捜研の男～,サスペンスドラマ,フジテレビ,月曜21:00 - 21:54,錦戸亮,2019-01-01
節約ロック,,日本テレビ,火曜0:59 - 1:29,上田竜也,2019-01-01
後妻業,サスペンスドラマ,関西テレビ,火曜21:00 - 21:54,木村佳乃,2019-01-01
初めて恋をした日に読む話,恋愛ドラマ,TBS,火曜22:00 - 23:07,深田恭子,2019-01-01
家売るオンナの逆襲,オフィスドラマ,日本テレビ,水曜22:00 - 23:00,北川景子,2019-01-01
刑事ゼロ,刑事ドラマ,テレビ朝日,木曜20:00 - 20:54,沢村一樹,2019-01-01
ハケン占い師アタル,,テレビ朝日,木曜21:00 - 21:54,杉咲花,2019-01-01
スキャンダル専門弁護士 QUEEN,弁護士ドラマ,フジテレビ,木曜22:00 - 22:54,竹内結子,2019-01-01
メゾン・ド・ポリス,刑事ドラマ,TBS,金曜22:00 - 22:54,高畑充希,2019-01-01
イノセンス 冤罪弁護士,弁護士ドラマ,日本テレビ,土曜22:00 - 22:54,坂口健太郎,2019-01-01
僕の初恋をキミに捧ぐ,恋愛ドラマ,テレビ朝日,土曜23:15 - 翌0:05,野村周平,2019-01-01
グッドワイフ,弁護士ドラマ,TBS,日曜21:00 - 21:54,常盤貴子,2019-01-01
3年A組-今から皆さんは、人質です-,学園ドラマ,日本テレビ,日曜22:30 - 23:25,菅田将暉,2019-01-01
パーフェクトクライム,サスペンスドラマ,朝日放送テレビ,日曜23:35 - 翌0:05,トリンドル玲奈,2019-01-01
ラジエーションハウス,医療ドラマ,フジテレビ,月曜21:00 - 21:54,窪田正孝,2019-04-01
スパイラル～町工場の奇跡～,ビジネスドラマ,テレビ東京,月曜22:00 - 22:54,玉木宏,2019-04-01
頭に来てもアホとは戦うな!,,日本テレビ,火曜0:59 - 1:29,知念侑李,2019-04-01
パーフェクトワールド,恋愛ドラマ,関西テレビ,火曜21:00 - 21:54,松坂桃李,2019-04-01
わたし、定時で帰ります。,ヒューマンドラマ,TBS,火曜22:00 - 23:07,吉高由里子,2019-04-01
特捜9 season2,刑事ドラマ,テレビ朝日,水曜21:00 - 21:54,井ノ原快彦,2019-04-01
白衣の戦士!,コメディドラマ,日本テレビ,水曜22:00 - 23:00,中条あやみ、水川あさみ,2019-04-01
科捜研の女 season19,刑事ドラマ,テレビ朝日,木曜20:00 - 20:54,沢口靖子,2019-04-01
緊急取調室 第3シーズン,刑事ドラマ,テレビ朝日,木曜21:00 - 21:54,天海祐希,2019-04-01
ストロベリーナイト・サーガ,刑事ドラマ,フジテレビ,木曜22:00 - 22:54,二階堂ふみ、亀梨和也,2019-04-01
向かいのバズる家族,ヒューマンドラマ,読売テレビ,木曜23:59 - 翌0:54,内田理央,2019-04-01
執事 西園寺の名推理2,推理ドラマ,テレビ東京,金曜20:00 - 20:54,上川隆也,2019-04-01
インハンド,医療ミステリードラマ,TBS,金曜22:00 - 22:54,山下智久,2019-04-01
家政夫のミタゾノ 第3シリーズ,ヒューマンドラマ,テレビ朝日,金曜23:15 - 翌0:15,松岡昌宏,2019-04-01
俺のスカート、どこ行った?,学園ドラマ,日本テレビ,土曜22:00 - 22:54,古田新太,2019-04-01
東京独身男子,恋愛ドラマ,テレビ朝日,土曜23:15 - 翌0:05,高橋一生、斎藤工、滝藤賢一,2019-04-01
ミラー・ツインズ,サスペンスドラマ,フジテレビ,土曜23:40 - 翌0:35,藤ヶ谷太輔,2019-04-01
仮面同窓会,連続ドラマ,フジテレビ,土曜23:40 - 翌0:35,藤ヶ谷太輔,2019-04-01
神ちゅーんず ～鳴らせ!DTM女子～,テレビドラマ,朝日放送テレビ,日曜2:30 - 3:00,私立恵比寿中学,2019-04-01
集団左遷!!,ビジネスドラマ,TBS,日曜21:00 - 21:54,福山雅治,2019-04-01
あなたの番です,サスペンスドラマ,日本テレビ,日曜22:30 - 23:25,原田知世、田中圭,2019-04-01
監察医 朝顔,連続ドラマ,フジテレビ,月曜21:00 - 21:54,上野樹里,2019-07-01
リーガル・ハート～いのちの再建弁護士～,経済ドラマ,テレビ東京,月曜22:00 - 22:54,反町隆史,2019-07-01
簡単なお仕事です。に応募してみた,連続ドラマ,日本テレビ,火曜0:59 - 1:29,岩本照、渡辺翔太,2019-07-01
TWO WEEKS,連続ドラマ,関西テレビ,火曜21:00 - 21:54,三浦春馬,2019-07-01
Heaven？～ご苦楽レストラン～,連続ドラマ,TBS,火曜22:00 - 23:07,石原さとみ,2019-07-01
刑事7人season5,刑事ドラマ,テレビ朝日,水曜21:00 - 21:54,東山紀之,2019-07-01
偽装不倫,恋愛ドラマ,日本テレビ,水曜22:00 - 23:00,杏,2019-07-01
サイン,テレビドラマ,テレビ朝日,木曜21:00 - 21:54,大森南朋,2019-07-01
-法医学者 柚木貴志の事件-,,,,,2019-07-01
ルパンの娘,連続ドラマ,フジテレビ,木曜22:00 - 22:54,深田恭子,2019-07-01
わたし旦那をシェアしてた,連続ドラマ,読売テレビ,木曜23:59 - 翌0:54,小池栄子,2019-07-01
警視庁ゼロ係～生活安全課なんでも相談室～SEASON4,刑事ドラマ,テレビ東京,金曜20:00 - 20:54,小泉孝太郎,2019-07-01
凪のお暇,連続ドラマ,TBS,金曜22:00 - 22:54,黒木華,2019-07-01
セミオトコ,連続ドラマ,テレビ朝日,金曜23:15 - 翌0:15,山田涼介,2019-07-01
ボイス 110緊急指令室,恋愛ドラマ,日本テレビ,土曜22:00 - 22:54,唐沢寿明,2019-07-01
べしゃり暮らし,連続ドラマ,テレビ朝日,土曜23:15 - 翌0:05,間宮祥太朗,2019-07-01
仮面同窓会,連続ドラマ,東海テレビ,土曜23:40 - 翌0:35,溝端淳平,2019-07-01
それぞれの断崖,東海テレビ,土曜23:40 - 翌0:35,遠藤憲一,,2019-07-01
ノーサイド・ゲーム,テレビドラマ,TBS,日曜21:00 - 21:54,大泉洋,2019-07-01
ランウェイ24,連続ドラマ,朝日放送テレビ,日曜23:35 - 翌0:05,朝比奈彩,2019-07-01
